tweet;kelas
rt infobdg: #lalinbdg 19.16 : stopan arah jl supratman lampu merahnya mati kendaraan semerawut :( gaada yg ngatur jln cc: dishub_kotabdg…;keluhan
rt infobdg: #lalinbdg 19.16 : stopan arah jl supratman lampu merahnya mati kendaraan semerawut :( gaada yg ngatur jln cc: dishub_kotabdg…;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc tegallega lanjutan pembuatan tali2 air jl leuwipanjang https:/…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc tegallega pengerukan saluran jl astanaanyar https://t.co/kibrl…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc tegallega lanjutan pembuatan tali2 air jl leuwipanjang https:/…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc karees pengerukan saluran jl ibrahim adjie https://t.co/r1scxe…;respon
rt satpolppbdg: pagi ini dilakukan penggembokan kend r4 di jl. sukarno. hasil kolaborasi dgn dishub_kotabdg cc ridwankamil https://t.co/…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc ujungberung perbaikan jl cingised (1) https://t.co/i5aptgebny;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc ujungberung perbaikan jl cingised (2) https://t.co/cxy1h94k9w;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc gedebage perbaikan jl batu raden https://t.co/fxt5qps1wo;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara lanjutan perbaikan jl kebon jati https://t.co/mpp3k…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara perbaikan crossing jl sukagalih https://t.co/jhmvps…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara perbaikan jl cipedes tengah https://t.co/ocv9dtrfdp;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara lanjutan pengerukan saluran jl setrawangi https://t…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara lanjutan pengerukan saluran jl sari asih https://t.…;respon
ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc cibeunying pemasangan plat beton jl ir h djuanda https://t.co/vwn2uorvrt;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc cibeunying lanjutan perbaikan kirmir salrn jl cihampelas https…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc cibeunying pemasangan plat beton jl ir h djuanda https://t.co/…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 19.20 urc tegallega penanganan genangan jl sudirman https://t.co/nbsxi8…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara perbaikan crossing jl sukagalih https://t.co/jhmvps…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara lanjutan pengerukan saluran jl setrawangi https://t…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc bojonagara lanjutan pengerukan saluran jl sari asih https://t.…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 19.20 urc tegallega penanganan genangan jl sudirman https://t.co/nbsxi8…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc cibeunying pemasangan plat beton jl ir h djuanda https://t.co/…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13.30 urc cibeunying penanganan banjir cileuncang jl wastukancana https…;respon
rt sukaasih_bdg: pengerukan drainase di jl titian kencana tgl 13-1-2016 di  rw 10 ridwankamil pemumbdg dbmpkotabdg https://t.co/qawhw0h…;respon
rt awaw_alone: lagi iseng sketsa eh ga sadar air cikapundung sudah naik malah hampir menutupi paralon pembuangan hehe ridwankamil https:/…;bukan keluhan atau respon
rt bdgstarlight: penindakan angkot yang ngetem di atas trotoar atas laporan warga ridwankamil odedmd herlanisanusi pemumbdg https://t.…;bukan keluhan atau respon
ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan lampu pju jl naripan https://t.co/nawwwrc3iq;respon
ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan lampu pju jl asia afrika https://t.co/4zytakmrdm;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 12/1 pasukan jurig cai pemeliharaan saluran pertamina gedebage https://…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 12/1 pasukan jurig cai pemeliharaan saluran pasar gedebage https://t.co…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 12/1 urc bojonagara lanjutan pengerukan saluran jl sari asih https://t.…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 12/1 urc bojonagara penanganan genangan jl dr djundjunan https://t.co/n…;respon
"ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan ballast &amp; jaringan lampu pju jl ciwastra https://t.co/6bxdjtcfjn";respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 12/1 urc cibeunying perbaikan kerb jl viaduct https://t.co/uxs6uipi7w;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 12/1 urc cibeunying perbaikan lintasan ka jl braga https://t.co/ubim8b8…;respon
#suarabdg via cecephirmansyah: tl cipaganti deket rs.advent udh seminggu mati mohon bantuannya pabaliut cc: dishub_kotabdg;keluhan
ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan box panel lampu pju jl gedebage https://t.co/7tpvyzysd9;respon
rt infobdg: #suarabdg via cecephirmansyah: tl cipaganti deket rs.advent udh seminggu mati mohon bantuannya pabaliut cc: dishub_kotabdg;keluhan
rt infobdg: #suarabdg via cecephirmansyah: tl cipaganti deket rs.advent udh seminggu mati mohon bantuannya pabaliut cc: dishub_kotabdg;keluhan
dodit_ind: apa yg ditindak lanjuti?sdh tahu lokasi gangguannya?smpe skrg juga ga ada yg nindak lanjut dlokasi pdamtirtawening ridwankamil;bukan keluhan atau respon
rt d_sopyana: ridwankamil pemumbdg dbmpkotabdg diskominfobdg terus bersihka draenase dan sampah biar air lancar.12 jan 16.cbnk https:/…;bukan keluhan atau respon
"rt dbmpkotabdg: ridwankamil odedmd yossiirianto 14.35 urc bojonagara pembersihan sisa lumpur jl dr djundjunan &amp; jl suparmin https://t.…";bukan keluhan atau respon
rt achmadsoleh1202: ridwankamil dbmpkotabdg ernysetiawati diskominfobdg bubat dsk hujan #siagabanjir buka pintu air bndung curug ece h…;bukan keluhan atau respon
rt kelrancabolang: 11-01-16 tim gober rcbl brshkn trotoar jl pendamping tol dr rumput liar ridwankamil dbmpkotabdg bplh_kotabdg https:/…;bukan keluhan atau respon
"rt satpolppbdg: berdagang di tempat terlarang selain mengganggu ketertiban &amp; pejalan kaki jg akan berurusan dg hukum ridwankamil https:/…";bukan keluhan atau respon
ridwankamil wilujeng wengi pa sok asa srekse kitu pami ningal nu dipinggir taman kandaga puspa sok di angge nyimpen barag rongsok. plislah;keluhan
ridwankamil pa tolong tertibkan supir angkot yg naikan tarif pdhl bbm turun biasa dekat 2rb tadi minta 3rb;keluhan
ridwankamil pa wali cihampelas meuni susah buat pejalan kakijalan suka gantian sama mobil lewat. trotoar di pake parkir semua;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 16.25 urc cibeunying penanganan genangan jl llre martadinata https://t.…;respon
rt bdgstarlight: penindakan angkot yang ngetem di atas trotoar atas laporan warga ridwankamil odedmd herlanisanusi pemumbdg https://t.…;bukan keluhan atau respon
"rt mojangpolppbdg: (12/1) 16.05 penjangkauan&amp;pmberian sanksi sosial thdp manusia silver di pasteur satpolppbdg ridwankamil prfmnews htt…";respon
rt bdgstarlight: himbauan pkl jl.re.martadinata ridwankamil odedmd yossiirianto herlanisanusi pemumbdg satpolppbdg https://t.co/hjzb…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan lampu pju jl naripan https://t.co/nawwwrc3iq;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan lampu pju jl asia afrika https://t.co/4zytakmrdm;respon
"rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan ballast &amp; jaringan lampu pju jl ciwastra https:/…";respon
"rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan box panel &amp; jaringan pju jl sukarno hatta https:…";respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 13/1 urc pju perbaikan box panel lampu pju jl gedebage https://t.co/7tp…;respon
cc dbmpkotabdg  rt johnvanjava barangkali bisa bantu pompa air nya jembatan pasupati banjir. drainase mampet.;keluhan
rt rescue_damkar: cc dbmpkotabdg  rt johnvanjava barangkali bisa bantu pompa air nya jembatan pasupati banjir. drainase mampet.;keluhan
rt dankeusagit13: kumaha ieu pdhl sisi walungan cidurian tp banjirna siga kieu cc dbmpkotabdg ridwankamil prfmnews jl merkuryraya https…;keluhan
banyak pju padam dr simp a.yani-martadinata hingga simp supratman. mhn dicek oleh dbmpkotabdg cc pemkotbandung prfmnews;keluhan
"maznot bandung_dinkes dinsos_bdg ridwankamil ata_lia mohon dibantu kasian nangs trs tiap hri pk bpjs kels 3 blm dpt penangnn&amp;ruangan";bukan keluhan atau respon
cc satpolppbdg rt prfmnews entep | 15:53 box iklan besar di jalan cicendo depan btn ada part/bagian materialnya terlihat mau jatuh;keluhan
ridwankamil pdkebersihanbdg apa akan di angkut semua sampah itu pa ? sudah menggunung seperti itu . berbahaya juga . 😊;keluhan
rt rescue_damkar: cc satpolppbdg rt prfmnews entep | 15:53 box iklan besar di jalan cicendo depan btn ada part/bagian materialnya terlih…;keluhan
"ridwankamil kang saya mau 'menghidupkan' lg siup/tdp/ho sy yg sudah lama hibernasi"" sjak th 2003. syaratnya sama? punten ngarewong. nuhun""";bukan keluhan atau respon
kang ridwankamil bmw silver b 70 gw hampir nyerempet motor di pasteur arah ke suci td pagi jelang siang. kumaha cara plat b bisa lbh sopan?;keluhan
rt infobdg: #suarabdg via cecephirmansyah: tl cipaganti deket rs.advent udh seminggu mati mohon bantuannya pabaliut cc: dishub_kotabdg;keluhan
se_bdg eka_harijanto dishub_kotabdg utk traffic light katamso-supratman msh dlm perbaikan modulnya gitu karena terbakar tiew;keluhan
halo admin sy ingin mndptkan bbrp informasi mengenai program dishub_kotabdg sekarang bagaimana prosedur wawncara nya ya. mhn ditanggapi;bukan keluhan atau respon
tetapi hari ini masih boleh akan terjadi pada hari esok. bandung_dinkes;bukan keluhan atau respon
ridwankamil  kang emil tolong di tindaklanjuti tarif parkir di lucky square antapani bdg.  2 jam 22 menit = 10.000 https://t.co/lczxmnpbd9;keluhan
"ridwankamil buanglah sampah pda temptnya &amp; buanglah mantan pada temannya haha tapi kalo masih sayang gimna pa? :')";bukan keluhan atau respon
rt infobandung: .pdamtirtawening | yudiruslandi:  #air diwilayah cikutra neglasari rw 03 sudah beberapa hari ini tidak ngocor. mohon per…;keluhan
ajuan surat pemberitahuan tetangga buat imb kudu bikin pos benerin jalan dan selokan nu sering banjir t wajar gak ya kang ridwankamil ?;bukan keluhan atau respon
pak ridwankamil mungkin teroris yg ngebom kemarin lgi error otak ya seperti ya ama ketua teroris ya disuruh ngebom suriah malah ke sarinah;bukan keluhan atau respon
tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan https://t.co/09r3ogpwxr;bukan keluhan atau respon
rt bdgcleanaction: tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan htt…;bukan keluhan atau respon
rt bdgcleanaction: tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan htt…;bukan keluhan atau respon
rt bdgcleanaction: tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan htt…;bukan keluhan atau respon
rt bdgcleanaction: jaga selalu tetap bersih giatkan sosialisasi dan penegakan aturan tentang bahayanya buang sampah ke sungai.se_bdg  ht…;bukan keluhan atau respon
lingk sdn margahayu brt blok i yg kumuh mhn dpt ditertibkan kecamatanbubat cc dbmpkotabdg disdik_bdg https://t.co/mfpapvbkop;keluhan
pak ridwankamil  relawan_bdg dibandung masih aja ada yg males sperti ini.pdhl masih bisa kerja.somga segera dibina https://t.co/4ci7tdrrzu;bukan keluhan atau respon
akar pohon merusak pagar rumah di kel.malabar kec.lengkong rt.03 rw.07 kota bdg diskamtam https://t.co/d5vztpn4h7;keluhan
rt bdgcleanaction: jaga selalu tetap bersih giatkan sosialisasi dan penegakan aturan tentang bahayanya buang sampah ke sungai.se_bdg  ht…;bukan keluhan atau respon
rt bdgcleanaction: tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan htt…;bukan keluhan atau respon
rt bdgcleanaction: tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan htt…;bukan keluhan atau respon
prfmnews iwginting ridwankamil kemacetan dpn resto karnivor akibat parkir kiri kanan jlan. ga trsentuh tim gembok https://t.co/oy5uo2lqde;keluhan
ujungberung_kec ridwankamil satpolppbdg diskominfobdg prfmnews sakantenan barudak punk nu sok nalangkring di alun2 ditertibkeun pak.;keluhan
manusia silver di perempatan pasteur-sukajadi-paskal infobandung infobdg cc : ridwankamil satpolppbdg https://t.co/xou0ltpu2m;keluhan
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl utsman bin affan https://t.co/6rowinojno;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl utsman bin affan https://t.co/6rowi…;respon
retweeted dbmp kota bandung (dbmpkotabdg):  ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju... https://t.co/jin2dcmxtr;bukan keluhan atau respon
salahsatu simpul kemacetan #bandung itu jl.pasirkaliki depan bpk penabur.bangun jembatan penyebrangan solusinya ridwankamil;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl utsman bin affan https://t.co/6rowi…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl utsman bin affan https://t.co/6rowi…;respon
satpolppbdg rt atmaklasik: kumaha masalah kordinasi kemanan bandung pasca teror jakarta kang ridwankamil ? pemkotbandung;bukan keluhan atau respon
jalan amblas kedalam 1 meter di jalan gumuruh rt 09 rw 05 kel_gumuruh kec_batununggal dedendedn ridwankamil dbmpkotabdg;keluhan
pak ridwankamil mohon maaf ganggu lampu lalu lintas di perempatan sadakeling sudah mati hampir seminggu pak. trmksh https://t.co/ok1vmtmzu1;keluhan
dbmpkotabdg pa mhn diperbaiki jl. pinus raya cilengkrang 2 kel.palasari. dpn sma/k muhammadyah hingga ke ktr rw08 https://t.co/a43xkabcub;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl utsman bin affan https://t.co/6rowi…;respon
kel_babakansari kec_kircon ridwankamil restabes_bdg mohon di lakukan pemeriksaan di setiap kontrakan byk yg kehilangan motor;keluhan
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl cigadung raya barat https://t.co/znvlkjuak7;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl ah nasution https://t.co/kfjqn2old3;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl batik uwit https://t.co/q7iiitofol;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl batik rucita https://t.co/7as5zkkgwh;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl batik rengganis https://t.co/5thytr4s9c;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl taman sido luhur https://t.co/h6carwiqip;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl taman sido luhur https://t.co/h6car…;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl perintis kemerdekaan https://t.co/z5hc1kpcnu;respon
no langganan o0204900713 udh seminggu air ga ngalir sma skli. tolong ditindak lanjuti!!!!!! pdamtirtawening;keluhan
infobdg ridwankamil lampu lalin di perempatan sesudah gatsu mati ditambah tidak ada polisi yg mengatur. picilakaeun.... ah sudahlah;keluhan
prfmnews restabes_bdg dishub_kotabdg parkir nya kok gak punya etika ya? https://t.co/ttgdmyywtd;bukan keluhan atau respon
rt bdgcleanaction: tidak semua sampah selalu berakhir di tempat pembuangan sebelumnya #pilahsampah dulu. masih byk yg bisa manfaatkan htt…;bukan keluhan atau respon
rt bdgcleanaction: jaga selalu tetap bersih giatkan sosialisasi dan penegakan aturan tentang bahayanya buang sampah ke sungai.se_bdg  ht…;bukan keluhan atau respon
ridwankamil pak saya mau tanya : buat kk berapa bulan yaaaa saya udah 2 bln lebih belum jadi. saya warga cisaranteun kidul;keluhan
jumat siang tl supratman-katamso msh padam pdhl jalan sdg ramai. untung ada petugas yg atur dishub_kotabdg https://t.co/vxxvaxelca;keluhan
jumat siang tl supratman-katamso msh padam pdhl jalan sdg ramai. untung ada petugas yg atur ridwankamil iwginting https://t.co/vxxvaxelca;keluhan
ridwankamil ass. wilujeng sonten kang emil. punten kang pdam di daerah gg. pelita 2 teu ngocor tos saminggon kumaha ?;keluhan
rt eka_harijanto: jumat siang tl supratman-katamso msh padam pdhl jalan sdg ramai. untung ada petugas yg atur ridwankamil iwginting http…;keluhan
pak ridwankamil mau tanya  kalau gmp academy yang di https://t.co/qchbkljxga arfrika legal gak ? mohon bales kang buat masa depan;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc gedebage lanjutan perbaikan jl batu raden https://t.co/yj8kkou…;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc bojonagara pemasangan plat beton jl dr djundjunan https://t.co/jdqsawwqnx;bukan keluhan atau respon
"rakor tata kelola pasar ciroyom antara camatlurahkoramilpolsek&amp;pengelola pasar. cc ridwankamil nofidiekaputera https://t.co/ko1mm2vktx";bukan keluhan atau respon
pak dbmpkotabdg punten jembatan antara venus raya dengan tata surya baru diaspal sudah rusak lagi.. mohon diperbaiki;keluhan
17.31 dbmpkotabdg eka via wa jl moch toha yg amblas sementara kita urug dl https://t.co/pumfylvpgi;keluhan
"rt kecamatan_andir: rakor tata kelola pasar ciroyom antara camatlurahkoramilpolsek&amp;pengelola pasar. cc ridwankamil nofidiekaputera ht…";bukan keluhan atau respon
dbmpkotabdg rt thionardoh: ridwankamil kang emil bisa tolong dibetulkan? setelah dibongkar tidak di betulkan (jalan moh toha no 109 bandu;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc ujungberung pemasangan plat saluran jl golf selatan i https://…;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl cigadung raya barat https://t.co/zn…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl ah nasution https://t.co/kfjqn2old3;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl batik uwit https://t.co/q7iiitofol;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl batik rucita https://t.co/7as5zkkgwh;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl batik rengganis https://t.co/5thytr…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl taman sido luhur https://t.co/h6car…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl perintis kemerdekaan https://t.co/z…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc gedebage lanjutan perbaikan jl batu raden https://t.co/yj8kkou…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc bojonagara pengerukan saluran jl sarimanis https://t.co/rywxdy…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc bojonagara pemasangan plat beton jl dr djundjunan https://t.co…;bukan keluhan atau respon
"rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc bojonagara pengerukan &amp; perbaikan saluran jl sariasih https://…";respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc bojonagara perbaikan jl jend sudirman https://t.co/jyeytbgsk1;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc bojonagara lanjutan perbaikan jl kebon jati https://t.co/fwg9o…;respon
ib4 dunia hanya kenal n.gorengdg diknalkan nasi khas tsbturis dtg k daerahada nasi khas aheryawan deddy_mizwar_ ridwankamil bimaaryas;bukan keluhan atau respon
17.31 dbmpkotabdg eka via wa jl moch toha yg amblas sementara kita urug dl https://t.co/c8ibrlazzm;respon
ridwankamil infobdg traffict light jl supratman katamso sdh 2 mingguan tidak berfungsi membahayakan pengguna jalan;keluhan
dbmpkotabdg rt udin11190: infobdg ridwankamil lampu lalin di perempatan sesudah gatsu mati ditambah tidak ada polisi yg mengatur. picil;keluhan
wah gulajava bikin app baru. suka lah sama desain app gulajava :)) rt gulajavamini: ridwankamil punten kangsilahkan cobain aplikasi catat;bukan keluhan atau respon
bandung info | 17.31 dbmpkotabdg eka via wa jl moch toha yg amblas sementara kita urug dl  https://t.co/zhwtv68aci;respon
bandung info | 17.31 dbmpkotabdg eka via wa jl moch toha yg amblas sementara kita urug dl  https://t.co/c8ibrliybc;respon
prfm news | photo - 17.31 dbmpkotabdg eka via wa jl moch toha yg amblas sementara kita urug dl  https://t.co/c8ibrliybc;respon
kalo parkir itu bagian dishub_kotabdg. ada masalah di taman-nya baru diskamtam:) rt mrkfans ensetya ridwankamil https://t.co/ndnq846qi7;bukan keluhan atau respon
oh iya mas maaf gak teliti. dikirain pju :)) rt maznot: lampu tl itu dishub_kotabdg:) rt mrkfans dbmpkotabdg udin11190 infobdg ridwa;bukan keluhan atau respon
rt maznot: kalo parkir itu bagian dishub_kotabdg. ada masalah di taman-nya baru diskamtam:) rt mrkfans ensetya ridwankamil https://t.…;bukan keluhan atau respon
dbmpkotabdg tolong jalan rajawali depan terminal elang mohon di perbaiki banyak lubang. nuhun;keluhan
dishub_kotabdg ridwankamil prfmnews tribunjabar timur alun2 bandung kok masih ada yg parkir liar siy?mengganggu pemandanganplis atuh;keluhan
dishub_kotabdg ridwankamil prfmnews tribunjabar parkir liar utara alun2 https://t.co/ycpa15knlo;keluhan
19.31 rt  gandhibandung dishub_kotabdg ridwankamil prfmnew  parkir liar utara alun2 https://t.co/24gf5qmxdx;keluhan
rt maznot: kalo parkir itu bagian dishub_kotabdg. ada masalah di taman-nya baru diskamtam:) rt mrkfans ensetya ridwankamil https://t.…;bukan keluhan atau respon
rt maznot: kalo parkir itu bagian dishub_kotabdg. ada masalah di taman-nya baru diskamtam:) rt mrkfans ensetya ridwankamil https://t.…;bukan keluhan atau respon
rt maznot: kalo parkir itu bagian dishub_kotabdg. ada masalah di taman-nya baru diskamtam:) rt mrkfans ensetya ridwankamil https://t.…;bukan keluhan atau respon
rt hero_bandung: yuk latian terus menerus meletakkan sampah di tempat sampah. jangan lagi nyampah disembarang tempat satpolppbdg https:/…;bukan keluhan atau respon
rt prfmnews: 19.31 rt  gandhibandung dishub_kotabdg ridwankamil prfmnew  parkir liar utara alun2 https://t.co/24gf5qmxdx;keluhan
bukan anak alay yang nginjek rumput ya pa😁✌ ridwankamil  #latepost #gbla #persib #bandung https://t.co/yu20w7kijh;bukan keluhan atau respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 pasukan jurig cai pemeliharaan saluran jl pagarsih (ulekan) https:…;bukan keluhan atau respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl perintis kemerdekaan https://t.co/ecxqqy3oyu;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju pemasangan server lampu pju jl gedebage https://t.co/fshhmov0ok;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju perbaikan lampu pju jl gedebage selatan https://t.co/h2jppnt8xm;respon
dishub_kotabdg ridwankamil prfmnews tribunjabar gmn nih kok trafic light masih banyak yg pada matihadeuhjl cikawao jl lodaya;keluhan
dishub_kotabdg ridwankamil prfmnews tribunjabar mohon agar dengan segera diperbaiki sebelum terjadi kecelakaan lalu lintasvital;bukan keluhan atau respon
rt soowoobdg: apa betul reklame iklan rokok tdk diperbolehkan di kota bdg? lokasi dpn jl surya sumantri no. 1 se_bdg satpolppbdg https:/…;keluhan
rt soowoobdg: apa betul reklame iklan rokok tdk diperbolehkan di kota bdg? lokasi dpn jl surya sumantri no. 1 se_bdg satpolppbdg https:/…;keluhan
rt soowoobdg: apa betul reklame iklan rokok tdk diperbolehkan di kota bdg? lokasi dpn jl surya sumantri no. 1 se_bdg satpolppbdg https:/…;keluhan
rt prfmnews: rt alkaryana ridwankamil halte tmb di depan stadion persib (dll) ini jadi tempat tidur pemulung/gelandangan  https://t.co/z…;keluhan
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc tegallega lanjutan pengerukan saluran jl pasirkoja https://t.c…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 pasukan jurig cai pemeliharaan saluran jl pagarsih (ulekan) https:…;respon
ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju pemasangan server lampu pju jl terusan buah batu https://t.co/ehptyfjw4r;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 pasukan jurig cai pemeliharaan saluran jl pagarsih (ulekan) https:…;respon
rt dbmpkotabdg: ridwankamil odedmd yossiirianto diskominfobdg 15/1 urc pju pemasangan server lampu pju jl terusan buah batu https://t…;respon
laser hijau ahmad yani cicadas... 2 titik depan yonk jaya motor dan jembar satpolppbdg https://t.co/jrsgqoyhyo;keluhan
ridwankamil kang punten di lampu merah cicaheum aya pengemis (anak punk)nu maksa teget na terutama ibu2. punten di aman keun cc satpol pp;keluhan
"ridwankamil pemumbdg mari kita hindari pendirian bangunan utk kepentingan pribadi pada lahan terlantar&amp;fasos fasum https://t.co/rb4zr4uvdt";bukan keluhan atau respon
